id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
40522537,43387337,10000.0,10000.0,10000.0, 36 months,14.31,343.29,C,C4,Health Scientist,< 1 year,RENT,91500.0,Not Verified,Feb-2015,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40522537,,moving,Moving and relocation,300xx,GA,9.13,0.0,Nov-2002,0.0,48.0,,18.0,0.0,1672.0,25.0,42.0,w,0.0,0.0,10459.4,10459.4,10000.0,459.4,0.0,0.0,0.0,Jun-2015,9445.43,,Jun-2015,0.0,48.0,1.0,INDIVIDUAL,,,,0.0,0.0,209294.0,,,,,,,,,,,,6700.0,,,
54668513,58239238,12000.0,12000.0,12000.0, 60 months,8.18,244.36,B,B1,Housekeeping Manager,3 years,RENT,55000.0,Source Verified,Jul-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54668513,,credit_card,Credit card refinancing,816xx,CO,14.95,0.0,Oct-2004,0.0,,,7.0,0.0,13996.0,84.8,20.0,w,11007.87,11007.87,1471.16,1471.16,992.13,479.03,0.0,0.0,0.0,Jan-2016,244.36,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,17961.0,,,,,,,,,,,,16500.0,,,
9434791,11266933,9000.0,9000.0,9000.0, 36 months,11.99,298.89,B,B3,Certified Veterinary Technician,10+ years,RENT,35000.0,Not Verified,Dec-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9434791,,debt_consolidation,My own debt payoff ,337xx,FL,7.82,2.0,May-1984,2.0,11.0,,5.0,0.0,6783.0,48.4,15.0,f,3098.84,3098.84,7472.15,7472.15,5901.16,1570.99,0.0,0.0,0.0,Jan-2016,298.89,Feb-2016,Jan-2016,0.0,27.0,1.0,INDIVIDUAL,,,,0.0,0.0,6783.0,,,,,,,,,,,,14000.0,,,
39559617,42383345,11000.0,11000.0,11000.0, 36 months,9.49,352.32,B,B2,Deputy Warden,10+ years,OWN,67757.36,Source Verified,Jan-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39559617,,debt_consolidation,Debt consolidation,851xx,AZ,14.51,0.0,Aug-1992,1.0,,58.0,6.0,1.0,8563.0,56.7,26.0,w,7673.86,7673.86,4213.34,4213.34,3326.14,887.2,0.0,0.0,0.0,Jan-2016,352.32,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,29497.0,,,,,,,,,,,,15100.0,,,
56009627,59671391,35000.0,35000.0,34925.0, 60 months,19.99,927.1,E,E4,Maint Officer ,9 years,RENT,77457.0,Verified,Jul-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56009627,,debt_consolidation,Debt consolidation,922xx,CA,27.19,0.0,Jul-2005,0.0,24.0,,9.0,0.0,19896.0,86.9,25.0,f,32847.75,32777.36,5251.64,5240.39,2152.25,3099.39,0.0,0.0,0.0,Jan-2016,927.1,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,36321.0,,,,,,,,,,,,22900.0,,,
38605701,41389485,8575.0,8575.0,8575.0, 36 months,17.14,306.32,D,D4,auto body tech,10+ years,MORTGAGE,69000.0,Not Verified,Jan-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38605701,,debt_consolidation,Debt consolidation,152xx,PA,8.23,2.0,Feb-1997,0.0,10.0,,9.0,0.0,5296.0,82.7,15.0,f,6187.09,6187.09,3659.51,3659.51,2387.91,1271.6,0.0,0.0,0.0,Jan-2016,306.32,Feb-2016,Jan-2016,0.0,18.0,1.0,INDIVIDUAL,,,,0.0,0.0,170713.0,,,,,,,,,,,,6400.0,,,
1483059,1741580,12000.0,12000.0,12000.0, 36 months,12.12,399.26,B,B3,Project Renewal,2 years,RENT,40000.0,Not Verified,Sep-2012,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1483059,,debt_consolidation,credit card pay off,111xx,NY,19.77,0.0,Sep-2002,0.0,,,9.0,0.0,14380.0,87.2,17.0,f,0.0,0.0,14371.9892275,14371.99,12000.0,2371.99,0.0,0.0,0.0,Sep-2015,403.5,,Sep-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,20033.0,,,,,,,,,,,,16500.0,,,
57843653,61596409,15000.0,15000.0,15000.0, 60 months,17.57,377.41,D,D4,Deputy,10+ years,MORTGAGE,38000.0,Not Verified,Aug-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57843653,,debt_consolidation,Debt consolidation,370xx,TN,23.5,0.0,Feb-2002,0.0,39.0,,7.0,0.0,3944.0,96.2,17.0,w,14187.63,14187.63,1872.41,1872.41,812.37,1060.04,0.0,0.0,0.0,Jan-2016,377.41,Feb-2016,Jan-2016,0.0,39.0,1.0,INDIVIDUAL,,,,0.0,0.0,83974.0,,,,,,,,,,,,4100.0,,,
6574673,8126823,10000.0,10000.0,10000.0, 36 months,22.2,382.94,E,E4,Park Inc,< 1 year,RENT,61000.0,Not Verified,Aug-2013,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6574673,,debt_consolidation,Personal Loan,282xx,NC,27.86,0.0,Jun-1991,2.0,25.0,,14.0,0.0,9482.0,85.4,28.0,f,0.0,0.0,2862.39,2862.39,813.9,717.66,0.0,1330.83,13.3083,Dec-2013,382.94,,May-2014,0.0,70.0,1.0,INDIVIDUAL,,,,0.0,0.0,71917.0,,,,,,,,,,,,11100.0,,,
974416,1196494,14000.0,14000.0,13750.0, 60 months,14.27,327.72,C,C2,regence,10+ years,MORTGAGE,82000.0,Not Verified,Oct-2011,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=974416,"  Borrower added on 10/02/11 > Refinance high rate credit cards with lower payments<br/> Borrower added on 10/02/11 > Refinance high rate credit cards with lower payment<br/> Borrower added on 10/03/11 > This will cut my interest and payments in half, never late<br/>null",credit_card,credit card,970xx,OR,18.37,0.0,Oct-1990,0.0,,,10.0,0.0,38131.0,94.2,29.0,f,2786.08,2736.38,16705.6,16407.2,11213.92,5491.68,0.0,0.0,0.0,Jan-2016,327.72,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
42315701,45292523,17000.0,17000.0,17000.0, 60 months,21.67,466.34,E,E5,Supply Operator ,4 years,MORTGAGE,48000.0,Verified,Mar-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=42315701,,debt_consolidation,Debt consolidation,648xx,MO,14.98,0.0,Aug-2008,0.0,49.0,,10.0,0.0,7682.0,42.0,14.0,f,15270.59,15270.59,4622.47,4622.47,1729.41,2893.06,0.0,0.0,0.0,Jan-2016,466.34,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,139955.0,,,,,,,,,,,,18300.0,,,
64977567,69504297,35000.0,35000.0,35000.0, 60 months,18.2,892.59,E,E1,,n/a,RENT,90000.0,Verified,Nov-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64977567,,other,Other,276xx,NC,23.61,0.0,Aug-2003,0.0,,,5.0,0.0,795.0,6.1,14.0,w,34271.0,34271.0,1714.4,1714.4,729.0,985.4,0.0,0.0,0.0,Jan-2016,892.59,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,230.0,41757.0,,,,,,,,,,,,13000.0,,,
5799308,7231113,14000.0,14000.0,13975.0, 60 months,14.33,328.16,C,C2,windstream communications,5 years,MORTGAGE,64000.0,Verified,Jul-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5799308,  Borrower added on 06/28/13 > to pay off all my credit cards so I can  close those accounts<br>,debt_consolidation,payoff,790xx,TX,5.98,1.0,Jun-1998,0.0,7.0,,9.0,0.0,8266.0,48.9,23.0,f,8237.98,8223.26,9835.56,9818.02,5762.02,4073.54,0.0,0.0,0.0,Jan-2016,328.16,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,95900.0,,,,,,,,,,,,16900.0,,,
62549333,66812053,11500.0,11500.0,11500.0, 60 months,13.33,263.61,C,C3,teacher,10+ years,MORTGAGE,72000.0,Verified,Oct-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62549333,,debt_consolidation,Debt consolidation,752xx,TX,39.7,0.0,Jun-2004,0.0,,,16.0,0.0,29402.0,62.6,40.0,w,11087.86,11087.86,782.31,782.31,412.14,370.17,0.0,0.0,0.0,Jan-2016,263.61,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,219535.0,,,,,,,,,,,,47000.0,,,
66405553,71131411,24000.0,24000.0,24000.0, 36 months,7.26,743.91,A,A4,Director,10+ years,MORTGAGE,80000.0,Not Verified,Dec-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66405553,,credit_card,Credit card refinancing,389xx,MS,19.43,0.0,Dec-2005,0.0,,,11.0,0.0,16717.0,45.8,33.0,w,23401.29,23401.29,734.23,734.23,598.71,135.52,0.0,0.0,0.0,Jan-2016,743.91,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,152673.0,,,,,,,,,,,,36500.0,,,
38221249,41004969,10000.0,10000.0,10000.0, 36 months,7.49,311.02,A,A4,owner,10+ years,OWN,60000.0,Verified,Jan-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38221249,,home_improvement,Home improvement,295xx,SC,15.04,0.0,Oct-1988,0.0,,30.0,8.0,15.0,7484.0,22.6,18.0,f,6912.19,6912.19,3728.08,3728.08,3087.81,640.27,0.0,0.0,0.0,Jan-2016,311.02,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,12978.0,,,,,,,,,,,,20900.0,,,
7093880,8755368,24000.0,24000.0,24000.0, 36 months,6.03,730.46,A,A1,American Express,3 years,MORTGAGE,88000.0,Source Verified,Sep-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7093880,  Borrower added on 09/09/13 > I want to pay off higher interest credit cards. This will enable me to get out of debt and consolidate my payments.<br>,debt_consolidation,payoff,852xx,AZ,13.16,0.0,Dec-1994,0.0,48.0,,9.0,0.0,24883.0,37.2,17.0,f,6412.4,6412.4,19721.58,19721.58,17587.6,2133.98,0.0,0.0,0.0,Dec-2015,730.46,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,223972.0,,,,,,,,,,,,54400.0,,,
56662682,60344412,10000.0,10000.0,10000.0, 36 months,7.26,309.97,A,A4,Social Welfare Examiner,10+ years,OWN,40000.0,Not Verified,Jul-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56662682,,credit_card,Credit card refinancing,144xx,NY,16.86,0.0,Nov-1997,0.0,,,11.0,0.0,12220.0,46.5,18.0,w,8737.47,8737.47,1541.78,1541.78,1262.53,279.25,0.0,0.0,0.0,Dec-2015,309.97,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,22895.0,,,,,,,,,,,,26300.0,,,
58070636,61874363,2400.0,2400.0,2400.0, 36 months,18.25,87.07,E,E1,Patient Services Coordinator,8 years,MORTGAGE,60000.0,Verified,Aug-2015,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58070636,,debt_consolidation,Debt consolidation,276xx,NC,5.0,0.0,Oct-1997,1.0,,,7.0,0.0,7692.0,49.9,19.0,f,0.0,0.0,2508.01,2508.01,2400.0,108.01,0.0,0.0,0.0,Nov-2015,2338.74,,Nov-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,220186.0,,,,,,,,,,,,15400.0,,,
10169073,12020672,5075.0,5075.0,5075.0, 36 months,14.98,175.88,C,C3,,n/a,OWN,12720.0,Verified,Jan-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10169073,,credit_card,Credit card refinancing,344xx,FL,18.02,0.0,Oct-2001,1.0,,,3.0,0.0,6625.0,81.8,6.0,f,1949.1,1949.1,4220.51,4220.51,3125.9,1094.61,0.0,0.0,0.0,Jan-2016,175.88,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,6625.0,,,,,,,,,,,,8100.0,,,
61468191,65586907,8000.0,8000.0,8000.0, 36 months,8.18,251.36,B,B1,Operations Supervisor,5 years,MORTGAGE,64000.0,Not Verified,Oct-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61468191,,debt_consolidation,Debt consolidation,221xx,VA,24.02,0.0,Jul-1996,2.0,,,8.0,0.0,5606.0,56.6,24.0,w,7405.49,7405.49,746.81,746.81,594.51,152.3,0.0,0.0,0.0,Jan-2016,251.36,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,139228.0,,,,,,,,,,,,9900.0,,,
60556088,64576836,25000.0,25000.0,25000.0, 60 months,7.89,505.6,A,A5,Sales Manager,10+ years,MORTGAGE,105000.0,Source Verified,Sep-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60556088,,debt_consolidation,Debt consolidation,236xx,VA,20.29,0.0,Feb-1981,0.0,,,21.0,0.0,51151.0,66.8,40.0,w,23969.58,23969.58,1494.88,1494.88,1030.42,464.46,0.0,0.0,0.0,Dec-2015,505.6,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,250.0,424625.0,,,,,,,,,,,,76600.0,,,
17795217,19927689,5000.0,5000.0,5000.0, 36 months,10.15,161.69,B,B2,Subscriber Tickets Services Coordinator,7 years,RENT,28080.0,Not Verified,Jun-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17795217,,debt_consolidation,Debt consolidation,981xx,WA,9.96,0.0,Aug-2000,0.0,24.0,,5.0,0.0,1582.0,17.4,22.0,f,0.0,0.0,5620.77,5620.77,5000.0,620.77,0.0,0.0,0.0,Dec-2015,2872.04,,Dec-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,1582.0,,,,,,,,,,,,9100.0,,,
44429331,47477059,13000.0,13000.0,13000.0, 36 months,11.53,428.88,B,B5,VP,5 years,RENT,120000.0,Source Verified,Apr-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44429331,,credit_card,Credit card refinancing,100xx,NY,10.46,0.0,Sep-2009,1.0,27.0,,12.0,0.0,22755.0,56.0,21.0,w,10156.72,10156.72,3851.59,3851.59,2843.28,1008.31,0.0,0.0,0.0,Jan-2016,428.88,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,42000.0,,,,,,,,,,,,40600.0,,,
8156556,9898586,4200.0,4200.0,4200.0, 36 months,19.52,155.07,D,D4,Digital Content Producer,1 year,RENT,56000.0,Verified,Oct-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8156556,,medical,Medical expenses,914xx,CA,15.3,0.0,Jun-2003,0.0,,29.0,13.0,1.0,1587.0,19.1,21.0,f,1420.33,1420.33,4031.58,4031.58,2779.67,1251.91,0.0,0.0,0.0,Jan-2016,155.07,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,132.0,118577.0,,,,,,,,,,,,8300.0,,,
37600653,40363409,10800.0,10800.0,10800.0, 36 months,11.44,355.84,B,B4,Accounting,1 year,OWN,39000.0,Not Verified,Dec-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=37600653,,medical,Medical expenses,337xx,FL,22.89,0.0,Nov-2007,0.0,78.0,,15.0,0.0,6452.0,76.8,27.0,f,7317.79,7317.79,4612.19,4612.19,3482.21,1129.98,0.0,0.0,0.0,Jan-2016,355.84,Feb-2016,Jan-2016,0.0,78.0,1.0,INDIVIDUAL,,,,0.0,0.0,37818.0,,,,,,,,,,,,8400.0,,,
42393290,45360008,17000.0,17000.0,17000.0, 36 months,12.29,567.01,C,C1,Manager Quality Assurance,2 years,MORTGAGE,116000.0,Source Verified,Mar-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=42393290,,debt_consolidation,Debt consolidation,191xx,PA,20.18,1.0,Mar-2006,0.0,8.0,,12.0,0.0,15273.0,56.8,17.0,w,12884.87,12884.87,5658.49,5658.49,4115.13,1543.36,0.0,0.0,0.0,Jan-2016,567.01,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,184863.0,,,,,,,,,,,,26900.0,,,
17655379,19787842,16000.0,16000.0,16000.0, 60 months,17.57,402.57,D,D4,Operations Manager,1 year,MORTGAGE,70000.0,Source Verified,Jun-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17655379,,debt_consolidation,Debt consolidation,784xx,TX,31.15,1.0,Aug-2006,4.0,13.0,106.0,21.0,1.0,3249.0,41.1,39.0,w,12349.18,12349.18,7668.96,7668.96,3650.82,3998.01,20.13,0.0,0.0,Jan-2016,402.57,Feb-2016,Jan-2016,1.0,,1.0,INDIVIDUAL,,,,0.0,2863.0,141581.0,,,,,,,,,,,,7900.0,,,
55390998,58992736,10000.0,10000.0,10000.0, 36 months,8.18,314.2,B,B1,Food Service Director,3 years,MORTGAGE,82400.0,Not Verified,Jul-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55390998,,debt_consolidation,Debt consolidation,232xx,VA,13.89,0.0,Nov-2000,0.0,30.0,,9.0,0.0,7233.0,84.1,21.0,w,8752.95,8752.95,1566.46,1566.46,1247.05,319.41,0.0,0.0,0.0,Jan-2016,314.2,Feb-2016,Jan-2016,0.0,30.0,1.0,INDIVIDUAL,,,,0.0,0.0,320739.0,,,,,,,,,,,,8600.0,,,
56041065,59702865,14000.0,14000.0,14000.0, 36 months,11.53,461.87,B,B5,Membership Executive,3 years,MORTGAGE,180000.0,Source Verified,Aug-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56041065,,debt_consolidation,Debt consolidation,342xx,FL,7.05,0.0,Feb-2006,2.0,,118.0,11.0,1.0,4975.0,38.9,13.0,w,12331.48,12331.48,2300.38,2300.38,1668.52,631.86,0.0,0.0,0.0,Jan-2016,461.87,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,1073.0,323113.0,,,,,,,,,,,,12800.0,,,
57136090,60838875,14400.0,14400.0,14400.0, 60 months,11.53,316.92,B,B5,rn,10+ years,OWN,80000.0,Not Verified,Aug-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57136090,,credit_card,Credit card refinancing,451xx,OH,37.62,0.0,Jan-1997,2.0,30.0,,29.0,0.0,17708.0,42.6,48.0,f,13489.88,13489.88,1575.38,1575.38,910.12,665.26,0.0,0.0,0.0,Jan-2016,316.92,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,149543.0,,,,,,,,,,,,41600.0,,,
